instance,method,category,seed,cost,reference_cost,gap_percent,routes,vehicle_count,is_valid,missing_customers_count,duplicated_customers_count,capacity_violations_count,train_time_sec,inference_time_sec,postprocess_time_sec,total_time_sec,episodes,notes
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,44,1213.0,831,45.96871239470517,6,6,True,0,0,0,933.0429271000321,0.4810327999875881,0.001643399999011308,933.5256033000187,500,POMO-style multi-greedy amélioré par 2-opt intra-route.
A-n39-k6,POMO-style sampled eval,rl_main,44,1332.0,831,60.28880866425993,6,6,True,0,0,0,933.0429271000321,9.748530800046865,0.0,942.791457900079,500,POMO-style Active Search évalué par sampling (128 rollouts).
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,44,1079.0,831,29.843561973525873,6,6,True,0,0,0,933.0429271000321,9.748530800046865,0.002176899986807257,942.7936348000658,500,POMO-style sampled eval amélioré par 2-opt intra-route.
A-n39-k6,POMO-style best sampled,rl_main,44,1265.0,831,52.226233453670275,6,6,True,0,0,0,933.0429271000321,0.0,0.0,933.0429271000321,500,Meilleure solution valide rencontrée pendant l'active search.
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,44,980.0,831,17.930204572803852,6,6,True,0,0,0,933.0429271000321,0.0,0.005333599983714521,933.0482607000158,500,Meilleure solution active search améliorée par 2-opt intra-route.
A-n39-k6,POMO-style multi-greedy,rl_main,45,1203.0,831,44.765342960288805,6,6,True,0,0,0,898.5808517000405,0.5189184999908321,0.0,899.0997702000313,500,POMO-style Active Search évalué en multi-greedy.
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,45,1042.0,831,25.391095066185322,6,6,True,0,0,0,898.5808517000405,0.5189184999908321,0.001994699996430427,899.1017649000278,500,POMO-style multi-greedy amélioré par 2-opt intra-route.
A-n39-k6,POMO-style sampled eval,rl_main,45,1218.0,831,46.57039711191336,6,6,True,0,0,0,898.5808517000405,9.251894099987112,0.0,907.8327458000276,500,POMO-style Active Search évalué par sampling (128 rollouts).
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,45,1067.0,831,28.399518652226234,6,6,True,0,0,0,898.5808517000405,9.251894099987112,0.0023159999982453883,907.8350618000259,500,POMO-style sampled eval amélioré par 2-opt intra-route.
A-n39-k6,POMO-style best sampled,rl_main,45,1251.0,831,50.54151624548736,6,6,True,0,0,0,898.5808517000405,0.0,0.0,898.5808517000405,500,Meilleure solution valide rencontrée pendant l'active search.
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,45,1145.0,831,37.785800240673886,6,6,True,0,0,0,898.5808517000405,0.0,0.006845299969427288,898.5876970000099,500,Meilleure solution active search améliorée par 2-opt intra-route.
A-n39-k6,POMO-style multi-greedy,rl_main,46,1239.0,831,49.09747292418773,6,6,True,0,0,0,918.9945127000101,0.5087305000051856,0.0,919.5032432000153,500,POMO-style Active Search évalué en multi-greedy.
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,46,1107.0,831,33.2129963898917,6,6,True,0,0,0,918.9945127000101,0.5087305000051856,0.0021300999796949327,919.505373299995,500,POMO-style multi-greedy amélioré par 2-opt intra-route.
A-n39-k6,POMO-style sampled eval,rl_main,46,1196.0,831,43.922984356197354,6,6,True,0,0,0,918.9945127000101,10.082311199977994,0.0,929.0768238999881,500,POMO-style Active Search évalué par sampling (128 rollouts).
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,46,1035.0,831,24.548736462093864,6,6,True,0,0,0,918.9945127000101,10.082311199977994,0.00275129999499768,929.0795751999831,500,POMO-style sampled eval amélioré par 2-opt intra-route.
A-n39-k6,POMO-style best sampled,rl_main,46,1154.0,831,38.86883273164862,6,6,True,0,0,0,918.9945127000101,0.0,0.0,918.9945127000101,500,Meilleure solution valide rencontrée pendant l'active search.
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,46,1080.0,831,29.96389891696751,6,6,True,0,0,0,918.9945127000101,0.0,0.0017096999799832702,918.9962223999901,500,Meilleure solution active search améliorée par 2-opt intra-route.
